Gravité;Fichier;Ligne;Enregistrement;Champ;Anomalie;Valeur lue;Valeur retenue;Valeur remplacée
Repris avec correction automatique;export_clients_cavegest.xlsx;1196;Client T01195;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1196;Client T01195;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1197;Client T01196;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1198;Client T01197;phone;Téléphone complété d'un zéro initial (perdu par le tableur);495429861;+33495429861;
Repris avec correction automatique;export_clients_cavegest.xlsx;1199;Client T01198;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1199;Client T01198;phone;Téléphone complété d'un zéro initial (perdu par le tableur);163145022;+33163145022;
Repris avec correction automatique;export_clients_cavegest.xlsx;1199;Client T01198;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1200;Client T01199;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);618381365;+33618381365;
Repris avec correction automatique;export_clients_cavegest.xlsx;1201;Client T01200;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;1202;Client T01201;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1202;Client T01201;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;1202;Client T01201;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1203;Client T01202;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;1203;Client T01202;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);641071796;+33641071796;
Repris avec correction automatique;export_clients_cavegest.xlsx;1204;Client T01203;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1204;Client T01203;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);189289573;+33189289573;
Repris avec correction automatique;export_clients_cavegest.xlsx;1204;Client T01203;phone;Téléphone complété d'un zéro initial (perdu par le tableur);189289573;+33189289573;
Repris avec correction automatique;export_clients_cavegest.xlsx;1204;Client T01203;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1205;Client T01204;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1206;Client T01205;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1207;Client T01206;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1207;Client T01206;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);698468287;+33698468287;
Repris avec correction automatique;export_clients_cavegest.xlsx;1209;Client T01208;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1209;Client T01208;phone;Téléphone complété d'un zéro initial (perdu par le tableur);419514244;+33419514244;
Repris avec correction automatique;export_clients_cavegest.xlsx;1209;Client T01208;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);629654739;+33629654739;
Repris avec correction automatique;export_clients_cavegest.xlsx;1210;Client T01209;phone;Téléphone complété d'un zéro initial (perdu par le tableur);279758227;+33279758227;
Repris avec correction automatique;export_clients_cavegest.xlsx;1210;Client T01209;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1211;Client T01210;phone;Téléphone complété d'un zéro initial (perdu par le tableur);473444196;+33473444196;
Repris avec correction automatique;export_clients_cavegest.xlsx;1212;Client T01211;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1212;Client T01211;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);617262322;+33617262322;
Repris avec correction automatique;export_clients_cavegest.xlsx;1214;Client T01213;phone;Téléphone complété d'un zéro initial (perdu par le tableur);556082268;+33556082268;
Repris avec correction automatique;export_clients_cavegest.xlsx;1216;Client T01215;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1216;Client T01215;phone;Téléphone complété d'un zéro initial (perdu par le tableur);516219233;+33516219233;
Repris avec correction automatique;export_clients_cavegest.xlsx;1217;Client T01216;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1217;Client T01216;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1218;Client T01217;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1218;Client T01217;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);251573980;+33251573980;
Repris avec correction automatique;export_clients_cavegest.xlsx;1218;Client T01217;phone;Téléphone complété d'un zéro initial (perdu par le tableur);251573980;+33251573980;
Repris avec correction automatique;export_clients_cavegest.xlsx;1219;Client T01218;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1219;Client T01218;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1220;Client T01219;phone;Téléphone complété d'un zéro initial (perdu par le tableur);123786778;+33123786778;
Repris avec correction automatique;export_clients_cavegest.xlsx;1220;Client T01219;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1221;Client T01220;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1221;Client T01220;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;1221;Client T01220;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);648260707;+33648260707;
Repris avec correction automatique;export_clients_cavegest.xlsx;1223;Client T01222;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);652821519;+33652821519;
Repris avec correction automatique;export_clients_cavegest.xlsx;1223;Client T01222;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1225;Client T01224;phone;Téléphone complété d'un zéro initial (perdu par le tableur);233840080;+33233840080;
Repris avec correction automatique;export_clients_cavegest.xlsx;1226;Client T01225;phone;Téléphone complété d'un zéro initial (perdu par le tableur);311220777;+33311220777;
Repris avec correction automatique;export_clients_cavegest.xlsx;1226;Client T01225;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1228;Client T01227;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1228;Client T01227;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1228;Client T01227;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);132752093;+33132752093;
Repris avec correction automatique;export_clients_cavegest.xlsx;1228;Client T01227;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1228;Client T01227;phone;Téléphone complété d'un zéro initial (perdu par le tableur);132752093;+33132752093;
Repris avec correction automatique;export_clients_cavegest.xlsx;1228;Client T01227;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);664021957;+33664021957;
Repris avec correction automatique;export_clients_cavegest.xlsx;1228;Client T01227;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1229;Client T01228;phone;Téléphone complété d'un zéro initial (perdu par le tableur);441335151;+33441335151;
Repris avec correction automatique;export_clients_cavegest.xlsx;1231;Client T01230;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1231;Client T01230;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1232;Client T01231;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1232;Client T01231;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1233;Client T01232;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1233;Client T01232;phone;Téléphone complété d'un zéro initial (perdu par le tableur);540227422;+33540227422;
Repris avec correction automatique;export_clients_cavegest.xlsx;1233;Client T01232;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1234;Client T01233;phone;Téléphone complété d'un zéro initial (perdu par le tableur);373335738;+33373335738;
Repris avec correction automatique;export_clients_cavegest.xlsx;1235;Client T01234;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1236;Client T01235;phone;Téléphone complété d'un zéro initial (perdu par le tableur);520814859;+33520814859;
Repris avec correction automatique;export_clients_cavegest.xlsx;1237;Client T01236;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;1237;Client T01236;phone;Téléphone complété d'un zéro initial (perdu par le tableur);456434025;+33456434025;
Repris avec correction automatique;export_clients_cavegest.xlsx;1237;Client T01236;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);653572046;+33653572046;
Repris avec correction automatique;export_clients_cavegest.xlsx;1238;Client T01237;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1238;Client T01237;phone;Téléphone complété d'un zéro initial (perdu par le tableur);220142947;+33220142947;
Repris avec correction automatique;export_clients_cavegest.xlsx;1239;Client T01238;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);629812215;+33629812215;
Repris avec correction automatique;export_clients_cavegest.xlsx;1240;Client T01239;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1241;Client T01240;phone;Téléphone complété d'un zéro initial (perdu par le tableur);555484353;+33555484353;
Repris avec correction automatique;export_clients_cavegest.xlsx;1241;Client T01240;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);634457390;+33634457390;
Repris avec correction automatique;export_clients_cavegest.xlsx;1242;Client T01241;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1244;Client T01243;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1245;Client T01244;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1245;Client T01244;phone;Téléphone complété d'un zéro initial (perdu par le tableur);580189155;+33580189155;
Repris avec correction automatique;export_clients_cavegest.xlsx;1246;Client T01245;phone;Téléphone complété d'un zéro initial (perdu par le tableur);289809254;+33289809254;
Repris avec correction automatique;export_clients_cavegest.xlsx;1247;Client T01246;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1247;Client T01246;phone;Téléphone complété d'un zéro initial (perdu par le tableur);298778177;+33298778177;
Repris avec correction automatique;export_clients_cavegest.xlsx;1248;Client T01247;phone;Téléphone complété d'un zéro initial (perdu par le tableur);371522134;+33371522134;
Repris avec correction automatique;export_clients_cavegest.xlsx;1249;Client T01248;phone;Téléphone complété d'un zéro initial (perdu par le tableur);452810630;+33452810630;
Repris avec correction automatique;export_clients_cavegest.xlsx;1250;Client T01249;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);612398577;+33612398577;
Repris avec correction automatique;export_clients_cavegest.xlsx;1251;Client T01250;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1251;Client T01250;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1252;Client T01251;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1254;Client T01253;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);514085790;+33514085790;
Repris avec correction automatique;export_clients_cavegest.xlsx;1254;Client T01253;phone;Téléphone complété d'un zéro initial (perdu par le tableur);514085790;+33514085790;
Repris avec correction automatique;export_clients_cavegest.xlsx;1255;Client T01254;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1255;Client T01254;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1255;Client T01254;phone;Téléphone complété d'un zéro initial (perdu par le tableur);111190071;+33111190071;
Repris avec correction automatique;export_clients_cavegest.xlsx;1256;Client T01255;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1257;Client T01256;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1257;Client T01256;phone;Téléphone complété d'un zéro initial (perdu par le tableur);179396392;+33179396392;
Repris avec correction automatique;export_clients_cavegest.xlsx;1258;Client T01257;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1259;Client T01258;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;1260;Client T01259;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1260;Client T01259;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1261;Client T01260;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);670401729;+33670401729;
Repris avec correction automatique;export_clients_cavegest.xlsx;1261;Client T01260;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1263;Client T01262;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);624191103;+33624191103;
Repris avec correction automatique;export_clients_cavegest.xlsx;1263;Client T01262;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1264;Client T01263;phone;Téléphone complété d'un zéro initial (perdu par le tableur);576387096;+33576387096;
Repris avec correction automatique;export_clients_cavegest.xlsx;1264;Client T01263;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);661347758;+33661347758;
Repris avec correction automatique;export_clients_cavegest.xlsx;1266;Client T01265;phone;Téléphone complété d'un zéro initial (perdu par le tableur);263677298;+33263677298;
Repris avec correction automatique;export_clients_cavegest.xlsx;1267;Client T01266;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1267;Client T01266;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1267;Client T01266;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1268;Client T01267;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1268;Client T01267;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1268;Client T01267;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);610286115;+33610286115;
Repris avec correction automatique;export_clients_cavegest.xlsx;1269;Client T01268;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1269;Client T01268;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);459444612;+33459444612;
Repris avec correction automatique;export_clients_cavegest.xlsx;1269;Client T01268;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1269;Client T01268;phone;Téléphone complété d'un zéro initial (perdu par le tableur);459444612;+33459444612;
Repris avec correction automatique;export_clients_cavegest.xlsx;1271;Client T01270;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);376388324;+33376388324;
Repris avec correction automatique;export_clients_cavegest.xlsx;1271;Client T01270;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1271;Client T01270;phone;Téléphone complété d'un zéro initial (perdu par le tableur);376388324;+33376388324;
Repris avec correction automatique;export_clients_cavegest.xlsx;1273;Client T01272;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1273;Client T01272;phone;Téléphone complété d'un zéro initial (perdu par le tableur);430879758;+33430879758;
Repris avec correction automatique;export_clients_cavegest.xlsx;1273;Client T01272;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1274;Client T01273;phone;Téléphone complété d'un zéro initial (perdu par le tableur);348168331;+33348168331;
Repris avec correction automatique;export_clients_cavegest.xlsx;1275;Client T01274;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1275;Client T01274;phone;Téléphone complété d'un zéro initial (perdu par le tableur);363300959;+33363300959;
Repris avec correction automatique;export_clients_cavegest.xlsx;1276;Client T01275;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1277;Client T01276;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1277;Client T01276;phone;Téléphone complété d'un zéro initial (perdu par le tableur);186005200;+33186005200;
Repris avec correction automatique;export_clients_cavegest.xlsx;1277;Client T01276;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);659898289;+33659898289;
Repris avec correction automatique;export_clients_cavegest.xlsx;1278;Client T01277;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);620907804;+33620907804;
Repris avec correction automatique;export_clients_cavegest.xlsx;1279;Client T01278;phone;Téléphone complété d'un zéro initial (perdu par le tableur);322397974;+33322397974;
Repris avec correction automatique;export_clients_cavegest.xlsx;1279;Client T01278;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1280;Client T01279;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1281;Client T01280;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1281;Client T01280;phone;Téléphone complété d'un zéro initial (perdu par le tableur);442069367;+33442069367;
Repris avec correction automatique;export_clients_cavegest.xlsx;1281;Client T01280;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);637669743;+33637669743;
Repris avec correction automatique;export_clients_cavegest.xlsx;1281;Client T01280;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1282;Client T01281;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);234008474;+33234008474;
Repris avec correction automatique;export_clients_cavegest.xlsx;1282;Client T01281;phone;Téléphone complété d'un zéro initial (perdu par le tableur);234008474;+33234008474;
Repris avec correction automatique;export_clients_cavegest.xlsx;1282;Client T01281;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);655491534;+33655491534;
Repris avec correction automatique;export_clients_cavegest.xlsx;1283;Client T01282;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1285;Client T01284;phone;Téléphone complété d'un zéro initial (perdu par le tableur);480803410;+33480803410;
Repris avec correction automatique;export_clients_cavegest.xlsx;1286;Client T01285;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1286;Client T01285;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);681574530;+33681574530;
Repris avec correction automatique;export_clients_cavegest.xlsx;1287;Client T01286;phone;Téléphone complété d'un zéro initial (perdu par le tableur);488672100;+33488672100;
Repris avec correction automatique;export_clients_cavegest.xlsx;1288;Client T01287;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1288;Client T01287;phone;Téléphone complété d'un zéro initial (perdu par le tableur);285849461;+33285849461;
Repris avec correction automatique;export_clients_cavegest.xlsx;1288;Client T01287;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1289;Client T01288;phone;Téléphone complété d'un zéro initial (perdu par le tableur);118420597;+33118420597;
Repris avec correction automatique;export_clients_cavegest.xlsx;1290;Client T01289;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1290;Client T01289;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);684423150;+33684423150;
Repris avec correction automatique;export_clients_cavegest.xlsx;1291;Client T01290;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1291;Client T01290;phone;Téléphone complété d'un zéro initial (perdu par le tableur);220481490;+33220481490;
Repris avec correction automatique;export_clients_cavegest.xlsx;1292;Client T01291;phone;Téléphone complété d'un zéro initial (perdu par le tableur);124677944;+33124677944;
Repris avec correction automatique;export_clients_cavegest.xlsx;1292;Client T01291;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);685283459;+33685283459;
Repris avec correction automatique;export_clients_cavegest.xlsx;1293;Client T01292;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1293;Client T01292;phone;Téléphone complété d'un zéro initial (perdu par le tableur);579770880;+33579770880;
Repris avec correction automatique;export_clients_cavegest.xlsx;1294;Client T01293;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1294;Client T01293;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1295;Client T01294;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);683967881;+33683967881;
Repris avec correction automatique;export_clients_cavegest.xlsx;1295;Client T01294;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1296;Client T01295;phone;Téléphone complété d'un zéro initial (perdu par le tableur);532018408;+33532018408;
Repris avec correction automatique;export_clients_cavegest.xlsx;1298;Client T01297;phone;Téléphone complété d'un zéro initial (perdu par le tableur);145267289;+33145267289;
Repris avec correction automatique;export_clients_cavegest.xlsx;1298;Client T01297;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1300;Client T01299;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1300;Client T01299;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1301;Client T01300;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1301;Client T01300;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);565860759;+33565860759;
Repris avec correction automatique;export_clients_cavegest.xlsx;1301;Client T01300;phone;Téléphone complété d'un zéro initial (perdu par le tableur);565860759;+33565860759;
Repris avec correction automatique;export_clients_cavegest.xlsx;1301;Client T01300;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);621156483;+33621156483;
Repris avec correction automatique;export_clients_cavegest.xlsx;1302;Client T01301;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1302;Client T01301;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);675235864;+33675235864;
Repris avec correction automatique;export_clients_cavegest.xlsx;1303;Client T01302;phone;Téléphone complété d'un zéro initial (perdu par le tableur);224855322;+33224855322;
Repris avec correction automatique;export_clients_cavegest.xlsx;1304;Client T01303;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1304;Client T01303;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1304;Client T01303;phone;Téléphone complété d'un zéro initial (perdu par le tableur);346976482;+33346976482;
Repris avec correction automatique;export_clients_cavegest.xlsx;1305;Client T01304;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1305;Client T01304;phone;Téléphone complété d'un zéro initial (perdu par le tableur);546748234;+33546748234;
Repris avec correction automatique;export_clients_cavegest.xlsx;1306;Client T01305;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1306;Client T01305;phone;Téléphone complété d'un zéro initial (perdu par le tableur);396482101;+33396482101;
Repris avec correction automatique;export_clients_cavegest.xlsx;1307;Client T01306;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1308;Client T01307;phone;Téléphone complété d'un zéro initial (perdu par le tableur);577343660;+33577343660;
Repris avec correction automatique;export_clients_cavegest.xlsx;1308;Client T01307;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1312;Client T01311;phone;Téléphone complété d'un zéro initial (perdu par le tableur);510328164;+33510328164;
Repris avec correction automatique;export_clients_cavegest.xlsx;1313;Client T01312;phone;Téléphone complété d'un zéro initial (perdu par le tableur);298803388;+33298803388;
Repris avec correction automatique;export_clients_cavegest.xlsx;1314;Client T01313;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);260753110;+33260753110;
Repris avec correction automatique;export_clients_cavegest.xlsx;1314;Client T01313;phone;Téléphone complété d'un zéro initial (perdu par le tableur);260753110;+33260753110;
Repris avec correction automatique;export_clients_cavegest.xlsx;1316;Client T01315;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);483597697;+33483597697;
Repris avec correction automatique;export_clients_cavegest.xlsx;1316;Client T01315;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1316;Client T01315;phone;Téléphone complété d'un zéro initial (perdu par le tableur);483597697;+33483597697;
Repris avec correction automatique;export_clients_cavegest.xlsx;1316;Client T01315;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1317;Client T01316;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1317;Client T01316;phone;Téléphone complété d'un zéro initial (perdu par le tableur);472465105;+33472465105;
Repris avec correction automatique;export_clients_cavegest.xlsx;1318;Client T01317;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1319;Client T01318;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1319;Client T01318;phone;Téléphone complété d'un zéro initial (perdu par le tableur);333917694;+33333917694;
Repris avec correction automatique;export_clients_cavegest.xlsx;1319;Client T01318;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);651893469;+33651893469;
Repris avec correction automatique;export_clients_cavegest.xlsx;1320;Client T01319;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1320;Client T01319;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1320;Client T01319;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);678334099;+33678334099;
Repris avec correction automatique;export_clients_cavegest.xlsx;1321;Client T01320;kind;Revendeur repris comme client;R;customer;
